country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;place_id;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;10/07/2022;9;34;82;28;12;-3
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;11/07/2022;21;54;93;13;-12;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;12/07/2022;22;52;96;13;-11;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;13/07/2022;22;49;106;16;-11;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;14/07/2022;25;51;111;11;-11;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;15/07/2022;13;40;103;12;-12;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;16/07/2022;13;37;104;32;9;-3
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;17/07/2022;10;34;78;27;13;-2
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;18/07/2022;22;51;102;12;-14;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;19/07/2022;25;53;99;15;-12;14
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;20/07/2022;26;52;123;16;-11;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;21/07/2022;28;53;126;14;-12;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;22/07/2022;19;50;120;12;-11;3
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;23/07/2022;14;39;119;27;10;-3
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;24/07/2022;9;30;82;21;12;-1
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;25/07/2022;26;57;126;11;-14;6
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;26/07/2022;30;58;125;17;-13;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;27/07/2022;32;58;139;19;-13;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;28/07/2022;36;61;141;17;-14;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;29/07/2022;27;59;134;16;-13;3
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;30/07/2022;20;46;127;35;10;-4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;31/07/2022;20;44;105;37;15;-4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;01/08/2022;37;70;153;17;-20;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;02/08/2022;40;70;149;19;-19;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;03/08/2022;41;69;168;21;-19;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;04/08/2022;44;68;173;19;-20;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;05/08/2022;30;61;151;15;-20;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;06/08/2022;24;48;132;35;6;-2
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;07/08/2022;25;45;106;35;14;-2
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;08/08/2022;42;74;171;17;-24;6
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;09/08/2022;42;70;174;20;-23;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;10/08/2022;43;70;196;22;-23;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;11/08/2022;45;69;203;19;-23;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;12/08/2022;31;62;182;17;-23;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;13/08/2022;24;49;142;38;4;-3
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;14/08/2022;28;45;138;38;15;-3
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;15/08/2022;33;58;252;-1;-71;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;16/08/2022;42;79;165;20;-33;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;17/08/2022;42;73;191;21;-31;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;18/08/2022;43;70;220;17;-31;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;19/08/2022;26;62;192;11;-31;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;20/08/2022;17;43;146;33;3;1
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;21/08/2022;19;42;109;32;18;0
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;22/08/2022;34;67;172;12;-31;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;23/08/2022;35;66;170;15;-29;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;24/08/2022;36;67;165;17;-29;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;25/08/2022;35;63;181;14;-29;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;26/08/2022;20;55;154;8;-28;10
